image_name	class_id
K-010221-016551-018110-029345_0_2_0_2_90_000_200_1	10220
K-010221-016551-018110-029451_0_2_0_2_70_000_200_4	10220
K-010221-016551-018110-029451_0_2_0_2_75_000_200_1	10220
K-010221-016551-018110-029451_0_2_0_2_90_000_200_1	10220
K-010221-016551-018110-031705_0_2_0_2_70_000_200_4	10220
K-010221-016551-018110-031705_0_2_0_2_75_000_200_1	10220
K-010221-016551-018110-031705_0_2_0_2_90_000_200_1	10220
K-010221-016551-018110-033009_0_2_0_2_70_000_200_4	10220
K-010221-016551-018110-033009_0_2_0_2_75_000_200_1	10220
K-010221-016551-018110-033009_0_2_0_2_90_000_200_1	10220
K-010221-016551-019607-021026_0_2_0_2_70_000_200_1	10220
K-010221-016551-019607-021026_0_2_0_2_75_000_200_4	10220
K-010221-016551-019607-021026_0_2_0_2_90_000_200_4	10220
K-010221-016551-019607-027926_0_2_0_2_70_000_200_4	10220
K-010221-016551-019607-027926_0_2_0_2_75_000_200_1	10220
K-010221-016551-019607-027926_0_2_0_2_90_000_200_1	10220
K-010221-016551-019607-029345_0_2_0_2_70_000_200_4	10220
K-010221-016551-019607-029345_0_2_0_2_75_000_200_1	10220
K-010221-016551-019607-029345_0_2_0_2_90_000_200_1	10220
K-010221-016551-019607-031705_0_2_0_2_70_000_200_4	10220
K-010221-016551-019607-031705_0_2_0_2_75_000_200_1	10220
K-010221-016551-019607-031705_0_2_0_2_90_000_200_1	10220
K-010221-016551-019607-033009_0_2_0_2_70_000_200_4	10220
K-010221-016551-019607-033009_0_2_0_2_75_000_200_1	10220
K-010221-016551-019607-033009_0_2_0_2_90_000_200_1	10220
K-010221-016551-021026-021771_0_2_0_2_70_000_200_1	10220
K-010221-016551-021026-021771_0_2_0_2_75_000_200_4	10220
K-010221-016551-021026-021771_0_2_0_2_90_000_200_4	10220
K-010221-016551-021026-024850_0_2_0_2_70_000_200_1	10220
K-010221-016551-021026-024850_0_2_0_2_75_000_200_4	10220
K-010221-016551-021026-024850_0_2_0_2_90_000_200_4	10220
K-010221-016551-021026-033208_0_2_0_2_70_000_200_1	10220
K-010221-016551-021026-033208_0_2_0_2_75_000_200_4	10220
K-010221-016551-021026-033208_0_2_0_2_90_000_200_4	10220
K-010221-016551-021026-044199_0_2_0_2_70_000_200_1	10220
K-010221-016551-021026-044199_0_2_0_2_75_000_200_4	10220
K-010221-016551-021026-044199_0_2_0_2_90_000_200_4	10220
K-010221-016551-021771-027926_0_2_0_2_70_000_200_4	10220
K-010221-016551-021771-027926_0_2_0_2_75_000_200_1	10220
K-010221-016551-021771-027926_0_2_0_2_90_000_200_1	10220
K-010221-016551-021771-029345_0_2_0_2_70_000_200_4	10220
K-010221-016551-021771-029345_0_2_0_2_75_000_200_1	10220
K-010221-016551-021771-029345_0_2_0_2_90_000_200_1	10220
K-010221-016551-021771-029451_0_2_0_2_70_000_200_4	10220
K-010221-016551-021771-029451_0_2_0_2_75_000_200_1	10220
K-010221-016551-021771-029451_0_2_0_2_90_000_200_1	10220
K-010221-016551-021771-031705_0_2_0_2_70_000_200_4	10220
K-010221-016551-021771-031705_0_2_0_2_75_000_200_1	10220
K-010221-016551-021771-031705_0_2_0_2_90_000_200_1	10220
K-010221-016551-021771-033009_0_2_0_2_70_000_200_4	10220
K-010221-016551-021771-033009_0_2_0_2_75_000_200_1	10220
K-010221-016551-021771-033009_0_2_0_2_90_000_200_1	10220
K-010221-016551-024850-027926_0_2_0_2_70_000_200_4	10220
K-010221-016551-024850-027926_0_2_0_2_75_000_200_1	10220
K-010221-016551-024850-027926_0_2_0_2_90_000_200_1	10220
K-010221-016551-024850-029345_0_2_0_2_70_000_200_4	10220
K-010221-016551-024850-029345_0_2_0_2_75_000_200_1	10220
K-010221-016551-024850-029345_0_2_0_2_90_000_200_1	10220
K-010221-016551-024850-029451_0_2_0_2_70_000_200_4	10220
K-010221-016551-024850-029451_0_2_0_2_75_000_200_1	10220
K-010221-016551-024850-029451_0_2_0_2_90_000_200_1	10220
K-010221-016551-024850-031705_0_2_0_2_70_000_200_4	10220
K-010221-016551-024850-031705_0_2_0_2_75_000_200_1	10220
K-010221-016551-024850-031705_0_2_0_2_90_000_200_1	10220
K-010221-016551-024850-033009_0_2_0_2_70_000_200_4	10220
K-010221-016551-024850-033009_0_2_0_2_75_000_200_1	10220
K-010221-016551-024850-033009_0_2_0_2_90_000_200_1	10220
K-010221-016551-027926-033208_0_2_0_2_70_000_200_4	10220
K-010221-016551-027926-033208_0_2_0_2_75_000_200_1	10220
K-010221-016551-027926-033208_0_2_0_2_90_000_200_1	10220
K-010221-016551-027926-044199_0_2_0_2_70_000_200_4	10220
K-010221-016551-027926-044199_0_2_0_2_75_000_200_1	10220
K-010221-016551-027926-044199_0_2_0_2_90_000_200_1	10220
K-010221-016551-029345-033208_0_2_0_2_70_000_200_4	10220
K-010221-016551-029345-033208_0_2_0_2_75_000_200_1	10220
K-010221-016551-029345-033208_0_2_0_2_90_000_200_1	10220
K-010221-016551-029345-044199_0_2_0_2_70_000_200_4	10220
K-010221-016551-029345-044199_0_2_0_2_75_000_200_1	10220
K-010221-016551-029345-044199_0_2_0_2_90_000_200_1	10220
K-010221-016551-029451-033208_0_2_0_2_70_000_200_4	10220
K-010221-016551-029451-033208_0_2_0_2_75_000_200_1	10220
K-010221-016551-029451-033208_0_2_0_2_90_000_200_1	10220
K-010221-016551-029451-044199_0_2_0_2_70_000_200_4	10220
K-010221-016551-029451-044199_0_2_0_2_75_000_200_1	10220
K-010221-016551-029451-044199_0_2_0_2_90_000_200_1	10220
K-010221-016551-031705-033208_0_2_0_2_70_000_200_4	10220
K-010221-016551-031705-033208_0_2_0_2_75_000_200_1	10220
K-010221-016551-031705-033208_0_2_0_2_90_000_200_1	10220
K-010221-016551-031705-044199_0_2_0_2_70_000_200_4	10220
K-010221-016551-031705-044199_0_2_0_2_75_000_200_1	10220
K-010221-016551-031705-044199_0_2_0_2_90_000_200_1	10220
K-010221-016551-033009-033208_0_2_0_2_70_000_200_4	10220
K-010221-016551-033009-033208_0_2_0_2_75_000_200_1	10220
K-010221-016551-033009-033208_0_2_0_2_90_000_200_1	10220
K-010221-016551-033009-044199_0_2_0_2_70_000_200_4	10220
K-010221-016551-033009-044199_0_2_0_2_75_000_200_1	10220
K-010221-016551-033009-044199_0_2_0_2_90_000_200_1	10220
K-001900-004543-010224-016548_0_2_0_2_70_000_200_2	10223
K-001900-004543-010224-016548_0_2_0_2_75_000_200_3	10223
K-001900-004543-010224-016548_0_2_0_2_90_000_200_3	10223
K-001900-004543-010224-016551_0_2_0_2_70_000_200_2	10223
K-001900-004543-010224-016551_0_2_0_2_75_000_200_3	10223
K-001900-004543-010224-016551_0_2_0_2_90_000_200_3	10223
K-001900-006563-010224-016548_0_2_0_2_70_000_200_4	10223
K-001900-006563-010224-016548_0_2_0_2_75_000_200_1	10223
K-001900-006563-010224-016548_0_2_0_2_90_000_200_1	10223
K-001900-006563-010224-016551_0_2_0_2_70_000_200_4	10223
K-001900-006563-010224-016551_0_2_0_2_75_000_200_1	10223
K-001900-006563-010224-016551_0_2_0_2_90_000_200_1	10223
K-001900-010224-016548-021026_0_2_0_2_70_000_200_4	10223
K-001900-010224-016548-021026_0_2_0_2_75_000_200_1	10223
K-001900-010224-016548-021026_0_2_0_2_90_000_200_1	10223
K-001900-010224-016548-027926_0_2_0_2_70_000_200_3	10223
K-001900-010224-016548-027926_0_2_0_2_75_000_200_2	10223
K-001900-010224-016548-027926_0_2_0_2_90_000_200_2	10223
K-001900-010224-016548-029345_0_2_0_2_70_000_200_3	10223
K-001900-010224-016548-029345_0_2_0_2_75_000_200_2	10223
K-001900-010224-016548-029345_0_2_0_2_90_000_200_2	10223
K-001900-010224-016548-029451_0_2_0_2_70_000_200_3	10223
K-001900-010224-016548-029451_0_2_0_2_75_000_200_2	10223
K-001900-010224-016548-029451_0_2_0_2_90_000_200_2	10223
K-001900-010224-016548-031705_0_2_0_2_70_000_200_3	10223
K-001900-010224-016548-031705_0_2_0_2_75_000_200_2	10223
K-001900-010224-016548-031705_0_2_0_2_90_000_200_2	10223
K-001900-010224-016548-033009_0_2_0_2_70_000_200_3	10223
K-001900-010224-016548-033009_0_2_0_2_75_000_200_2	10223
K-001900-010224-016548-033009_0_2_0_2_90_000_200_2	10223
K-001900-010224-016551-021026_0_2_0_2_70_000_200_4	10223
K-001900-010224-016551-021026_0_2_0_2_75_000_200_1	10223
K-001900-010224-016551-021026_0_2_0_2_90_000_200_1	10223
K-001900-010224-016551-027926_0_2_0_2_70_000_200_3	10223
K-001900-010224-016551-027926_0_2_0_2_75_000_200_2	10223
K-001900-010224-016551-027926_0_2_0_2_90_000_200_2	10223
K-001900-010224-016551-029345_0_2_0_2_70_000_200_3	10223
K-001900-010224-016551-029345_0_2_0_2_75_000_200_2	10223
K-001900-010224-016551-029345_0_2_0_2_90_000_200_2	10223
K-001900-010224-016551-029451_0_2_0_2_70_000_200_3	10223
K-001900-010224-016551-029451_0_2_0_2_75_000_200_2	10223
K-001900-010224-016551-029451_0_2_0_2_90_000_200_2	10223
K-004543-010221-010224-016548_0_2_0_2_70_000_200_2	10223
K-004543-010221-010224-016548_0_2_0_2_75_000_200_3	10223
K-004543-010221-010224-016548_0_2_0_2_90_000_200_3	10223
K-004543-010221-010224-016551_0_2_0_2_70_000_200_2	10223
K-004543-010221-010224-016551_0_2_0_2_75_000_200_3	10223
K-004543-010221-010224-016551_0_2_0_2_90_000_200_3	10223
K-004543-010224-012247-016548_0_2_0_2_70_000_200_3	10223
K-004543-010224-012247-016548_0_2_0_2_75_000_200_2	10223
K-004543-010224-012247-016548_0_2_0_2_90_000_200_2	10223
K-004543-010224-012247-016551_0_2_0_2_70_000_200_3	10223
K-004543-010224-012247-016551_0_2_0_2_75_000_200_2	10223
K-004543-010224-012247-016551_0_2_0_2_90_000_200_2	10223
K-004543-010224-012420-016548_0_2_0_2_70_000_200_3	10223
K-004543-010224-012420-016548_0_2_0_2_75_000_200_2	10223
K-004543-010224-012420-016548_0_2_0_2_90_000_200_2	10223
K-004543-010224-012420-016551_0_2_0_2_70_000_200_3	10223
K-004543-010224-012420-016551_0_2_0_2_75_000_200_2	10223
K-004543-010224-012420-016551_0_2_0_2_90_000_200_2	10223
K-004543-010224-016548-023203_0_2_0_2_70_000_200_3	10223
K-004543-010224-016548-023203_0_2_0_2_75_000_200_2	10223
K-004543-010224-016548-023203_0_2_0_2_90_000_200_2	10223
K-004543-010224-016548-027993_0_2_0_2_70_000_200_3	10223
K-004543-010224-016548-027993_0_2_0_2_75_000_200_2	10223
K-004543-010224-016548-027993_0_2_0_2_90_000_200_2	10223
K-004543-010224-016548-029871_0_2_0_2_70_000_200_3	10223
K-004543-010224-016548-029871_0_2_0_2_75_000_200_2	10223
K-004543-010224-016548-029871_0_2_0_2_90_000_200_2	10223
K-004543-010224-016548-033878_0_2_0_2_70_000_200_3	10223
K-004543-010224-016548-033878_0_2_0_2_75_000_200_2	10223
K-004543-010224-016548-033878_0_2_0_2_90_000_200_2	10223
K-004543-010224-016551-023203_0_2_0_2_70_000_200_3	10223
K-004543-010224-016551-023203_0_2_0_2_75_000_200_2	10223
K-004543-010224-016551-023203_0_2_0_2_90_000_200_2	10223
K-004543-010224-016551-027993_0_2_0_2_70_000_200_3	10223
K-004543-010224-016551-027993_0_2_0_2_75_000_200_2	10223
K-004543-010224-016551-027993_0_2_0_2_90_000_200_2	10223
K-004543-010224-016551-029871_0_2_0_2_70_000_200_3	10223
K-004543-010224-016551-029871_0_2_0_2_75_000_200_2	10223
K-004543-010224-016551-029871_0_2_0_2_90_000_200_2	10223
K-004543-010224-016551-033878_0_2_0_2_70_000_200_3	10223
K-004543-010224-016551-033878_0_2_0_2_75_000_200_2	10223
K-004543-010224-016551-033878_0_2_0_2_90_000_200_2	10223
K-006563-010221-010224-016548_0_2_0_2_70_000_200_4	10223
K-006563-010221-010224-016548_0_2_0_2_75_000_200_1	10223
K-006563-010221-010224-016548_0_2_0_2_90_000_200_1	10223
K-006563-010221-010224-016551_0_2_0_2_70_000_200_4	10223
K-006563-010221-010224-016551_0_2_0_2_75_000_200_1	10223
K-006563-010221-010224-016551_0_2_0_2_90_000_200_1	10223
K-006563-010224-012247-016548_0_2_0_2_70_000_200_4	10223
K-006563-010224-012247-016548_0_2_0_2_75_000_200_1	10223
K-006563-010224-012247-016548_0_2_0_2_90_000_200_1	10223
